Timestamp,Method,URL,Status Code,Payload
2026-05-20 10:04:06,GET,http://127.0.0.1:8888/workshop/api/shop/orders/1,200,id=1
2026-05-20 10:04:06,GET,http://127.0.0.1:8888/workshop/api/shop/orders/2,200,id=2
2026-05-20 10:04:06,GET,http://127.0.0.1:8888/workshop/api/shop/orders/3,200,id=3
2026-05-20 10:04:06,GET,http://127.0.0.1:8888/workshop/api/shop/orders/4,200,id=4
2026-05-20 10:04:06,GET,http://127.0.0.1:8888/workshop/api/shop/orders/5,200,id=5
2026-05-20 10:04:30,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=role
2026-05-20 10:04:30,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=is_admin
2026-05-20 10:04:31,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=admin
2026-05-20 10:04:31,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=access_level
2026-05-20 10:04:31,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=credit
2026-05-20 10:04:31,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=isAdmin
2026-05-20 10:04:42,GET,http://127.0.0.1:8888/workshop/api/shop/orders/1,200,id=1
2026-05-20 10:04:42,GET,http://127.0.0.1:8888/workshop/api/shop/orders/2,200,id=2
2026-05-20 10:04:42,GET,http://127.0.0.1:8888/workshop/api/shop/orders/3,200,id=3
2026-05-20 10:04:54,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=role
2026-05-20 10:04:54,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=is_admin
2026-05-20 10:04:54,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=admin
2026-05-20 10:04:54,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=access_level
2026-05-20 10:04:54,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=credit
2026-05-20 10:04:54,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=isAdmin
2026-05-20 10:05:06,GET,http://127.0.0.1:8888/workshop/api/shop/orders/1,200,id=1
2026-05-20 10:05:06,GET,http://127.0.0.1:8888/workshop/api/shop/orders/2,200,id=2
2026-05-20 10:05:06,GET,http://127.0.0.1:8888/workshop/api/shop/orders/3,200,id=3
2026-05-20 10:05:06,GET,http://127.0.0.1:8888/workshop/api/shop/orders/4,200,id=4
2026-05-20 10:05:06,GET,http://127.0.0.1:8888/workshop/api/shop/orders/5,200,id=5
2026-05-20 10:05:31,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=role
2026-05-20 10:05:31,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=is_admin
2026-05-20 10:05:31,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=admin
2026-05-20 10:05:31,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=access_level
2026-05-20 10:05:31,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=credit
2026-05-20 10:05:31,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=isAdmin
2026-05-20 10:05:40,GET,http://127.0.0.1:8888/workshop/api/shop/orders/1,200,id=1
2026-05-20 10:05:40,GET,http://127.0.0.1:8888/workshop/api/shop/orders/2,200,id=2
2026-05-20 10:05:40,GET,http://127.0.0.1:8888/workshop/api/shop/orders/3,200,id=3
2026-05-20 10:05:40,GET,http://127.0.0.1:8888/workshop/api/shop/orders/4,200,id=4
2026-05-20 10:05:40,GET,http://127.0.0.1:8888/workshop/api/shop/orders/5,200,id=5
2026-05-20 10:06:05,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=role
2026-05-20 10:06:05,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=is_admin
2026-05-20 10:06:05,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=admin
2026-05-20 10:06:05,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=access_level
2026-05-20 10:06:05,PUT,http://127.0.0.1:8888/identity/api/v2/user/videos/1,404,injected_param=credit
